CitedID,CitingID,Title,SharingAuthor,RetractionMentioned,CitationContext,CitationSection,Class,CitedAlone,Frequency,Journal/Book,Publication Year,Create Date,DOI,Retraction_Watch,Retraction_Watch_hierarchies,Retraction_Watch_citing,Retraction_Watch_citing_hierarchy,category_gpt,justification_gpt,reference_gpt,category_gemini,justification_gemini,reference_gemini,alignment
11564576,11786574,Gross genomic aberrations in precancers: clinical implications of a long-term follow-up study in oral erythroplakias,Yes,No,"1:We have previously shown that assessing gross genomic aberrations in oral white patches (leukoplakias) predicts the subsequent occurrence of carcinomas with a considerable degree of certainty23,24* and is superior to standard prognostic methods for oral precancers.25 The present study was undertaken to assess whether such aberrations can be used to predict the clinical outcome in a wider range of precancers and presents the results of a long-term follow-up in 37 patients with erythroplakias, with a median follow-up time of more than 7 years. 2:The limited number of subjects included in this study may also limit the extent to which general conclusions may be drawn. Nevertheless, although our results pertain to a small cohort of patients, the data are highly significant and, moreover, consistent with previous findings by us on oral leukoplakias.23,24* Although erythroplakias are less common than leukoplakias, they are biologically different and show a higher malignant transformation rate, giving rise to a substantial fraction of oral carcinomas. 3:The present study represents an extension of previous work by our group, restricted to leukoplakias only.23,24* We now demonstrate that it is possible to predict the occurrence of carcinomas also from erythroplakias. ",Intro & Discuss,Dependent,No,>1,J Clin Oncol,2002,1/12/2002,10.1200/JCO.2002.20.2.456,+Miscommunication with/by Author +Investigation by Company/Institution +Falsification/Fabrication of Data,Unknown,,,Uses_Results,"The citing paper explicitly discusses the prognostic value of genomic aberrations, which directly builds upon the main findings of the retracted paper that gross genomic aberrations are predictive of carcinomas. The citing study reports that ""only patients with aberrant genomic content in their lesions later developed a carcinoma,"" indicating reliance on the specific results of the retracted work. This demonstrates that the citing paper treats the retracted paper's findings as established facts to support its conclusions.","Citing Paper: ""Furthermore, only patients with aberrant genomic content in their lesions later developed a carcinoma.""  
Cited Paper: ""The relationship between centrosome defects and genetic instability was also demonstrated in a study where centrosomes in nearly all tumors and tumor-derived cell lines were atypical in shape, size, and composition, were often present in multiple copies, and formed disorganized mitotic spindles, leading to missegregation of chromosomes.""",Uses_Results,The citing paper directly references the findings of the retracted paper regarding the predictive power of DNA content for subsequent carcinoma development. It explicitly states that its own findings are consistent with and build upon the previously established results from the retracted study. The citing paper uses the retracted paper's conclusions as a foundation for its own discussion.,"Evidence from Citing Paper: ""We have previously shown that assessing gross genomic aberrations in oral white patches (leukoplakias) predicts the subsequent occurrence of carcinomas with a considerable degree of certainty23,24 and is superior to standard prognostic methods for oral precancers.25 The present study was undertaken to assess whether such aberrations can be used to predict the clinical outcome in a wider range of precancers and presents the results of a long-term follow-up in 37 patients with erythroplakias, with a median follow-up time of more than 7 years.""
Evidence from Cited Paper: ""Gross genomic aberrations are highly predictive for the subsequent occurrence of carcinomas from a wide range of oral premalignancies.""",TRUE
20974686,23580348,Honokiol inhibits non-small cell lung cancer cell migration by targeting PGEâ‚‚-mediated activation of Î²-catenin signaling,Yes,No,"1:NSCLC cell lines, A549, H460, H226 and H1299, and BEAS-2B cell line were obtained from the American Type Culture Collection (Manassas, VA). These cell lines were maintained and cultured as detailed previously [26]*. Honokiol was dissolved in a small volume of ethyl alcohol, which was added to the complete cell culture medium when cells were sub-confluent (60â€“70% confluent). 2:The invasion potential of NSCLC cells was determined in vitro using Boyden Chambers (Gaithersburg, MD), as described previously [26,27]*. The migrating cells on the surface of the membranes were examined microscopically and cellular invasion was determined by counting the migrating/invasive cells in at least 4â€“5 randomly selected fields using an Olympus BX41 microscope and photomicrographs were obtained using a Qcolor5 digital camera system fitted to this microscope. 3:The effect of honokiol on the proliferative capacity or cell viability of the normal human bronchial epithelial cells and NSCLC cells was determined using 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide (MTT) assay as described previously [26]*. 4:NSCLC cells were treated with or without honokiol or other agents of interest for desired time period, thereafter the cells were harvested, and lysed with ice-cold lysis buffer supplemented with protease inhibitors, as described previously [26,30]*. Proteins were electrophoretically resolved on 8â€“10% Tris-Glycine gels and transferred onto a nitrocellulose membrane. ",MM,Dependent,Yes,>1,PLoS One,2013,4/13/2013,10.1371/journal.pone.0060749,+Original Data and/or Images not Provided and/or not Available +Manipulation of Images +Investigation by Company/Institution +Falsification/Fabrication of Data +Duplication of/in Image,Images,,,,,,Uses_Methods,"The citing paper explicitly states that it used the same cell migration assay methodology as described in the retracted paper. This indicates a direct adoption and replication of the experimental technique. The retracted paper details the ""Boyden Chambers"" and ""polycarbonate membranes (8 lm pore size)"" for cell migration assays, which the citing paper also references.","[Evidence from Citing Paper: ""The invasion potential of NSCLC cells was determined in vitro using Boyden Chambers (Gaithersburg, MD), as described previously [26,27].""] 
 [Evidence from Cited Paper: ""Boyden Chambers and polycarbonate membranes (8 lm pore size) for cell migration assays were obtained from Neuroprobe (Gaithersburg, MD).""]",FALSE
20388782,23272057,"Hypoxia-induced aggressiveness of pancreatic cancer cells is due to increased expression of VEGF, IL-6 and miR-21, which can be attenuated by CDF treatment",Yes,No,"1:MTT assay was conducted to investigate the effect of CDF on cell survival in human PC cells (AsPC-1 and MiaPaCa-2 cells) under hypoxic conditions. 3,000 cells were seeded each well of the 96-well plates and incubated at standard culture conditions (21% O2 and 5% CO2) overnight. The cells were then treated with different concentrations of CDF (0â€“0.5 mM) and incubated for 8 h under hypoxic conditions (1% O2) followed by 16 h of normoxic conditions (21% O2) each day. After 3 days of treatment, the cells were harvested for the standard MTT assay, as described in our previous publications [18,19]*. 2:Clonogenic assay was conducted to examine the effect of CDF on cell growth and proliferation of PC cells under hypoxic conditions, as described previously [18]*. 56104 cells were plated in a 6-well plate. 3:The clinical studies have also shown that higher expression of miR-21 is associated with poorer clinical outcome in many solid tumors including PC [27,28]. It has been reported by our laboratory that increased expression of miR-21 leads to decreased expression of PTEN, a known tumor suppressor, which inhibits PI3K/Akt signaling pathway in cancers [17,18]*. Higher expression of miR-21 has been found in several cancer cell lines under hypoxic conditions [11,24].",MM & Discus,Dependent,Yes,>1,PLoS One,2012,12/29/2012,10.1371/journal.pone.0050165,+Misconduct by Author +Misconduct - Official Investigation and/or Finding +Manipulation of Images +Investigation by Company/Institution +Falsification/Fabrication of Image,"Authorship, Images",,,,,,Uses_Methods,The citing paper explicitly states that it used the same method for synthesizing CDF as described in the retracted paper. This indicates a direct adoption and replication of a specific methodology. The citing paper also references the retracted paper for details on cell line authentication.,"Evidence from Citing Paper: ""A novel curcumin-derived analogue CDF was synthesized as described in our earlier publication [16]."" and ""All the cell lines have been authenticated by Applied Genomics Technology Center at Wayne State University on March 13, 2009. The method used for testing was short tandem repeat profiling using the PowerPlex 16 System from Promega.""
Evidence from Cited Paper: ""CDF was synthesized as described in our earlier publication (18, 19)."" and ""The cell lines have been tested and authenticated in core facility Applied Genomics Tech-nology Center at Wayne State University on March 13, 2009. The method used for testing was short tandem repeat profiling using the PowerPlex 16 System from Promega.""",FALSE
17804744,25179295,"Inactivation of FoxM1 transcription factor contributes to curcumin-induced inhibition of survival, angiogenesis, and chemosensitivity in acute myeloid leukemia cells",No,No,"1:HL60 and KG1 cells were stably transfected with a FoxM1 cDNA plasmid or control vector alone and maintained under G418 selection as described previously [10, 11]*. FoxM1 siRNA or the scrambled control siRNA was transfected using Lipofectamine 2000 [5]. 2:Our previous study has indicated that VEGF, MMP-2, and MMP-9 are critically involved in the processes of AML cell angiogenesis [3], and since FoxM1 plays crucial roles in tumor angiogenesis [10, 11, 20, 21]*, we further conducted an in vitro tube formation assay to evaluate the effects of curcumin on angiogenesis. In the current study, we demonstrated that curcumin elicited an antileukemic effect via induction of apoptosis and G2â�„M cell cycle arrest as well as reduction of the angiogenic effect of AML cells. To elucidate the molecular mechanisms of survival and angiogenesis inhibition by curcumin, we investigated the activity of FoxM1 signaling, which plays a critical role in the process of cell survival and angiogenesis [10, 11]. 3:FoxM1 signaling is known to promote angiogenesis in certain tumor models [21]. Moreover, FoxM1 inactivation could be mechanistically associated with the downregulation of VEGF and MMPs, resulting in tumor cell angiogenesis and invasion inhibition [10, 11]*. Our results also demonstrated that downregulation of FoxM1 by curcumin inhibited the expression and activities of VEGF, MMP-2, and MMP-9, leading to the inhibition of AML cell angiogenesis.",Discussion,Dependent,No,>1,J Mol Med (Berl),2014,9/3/2014,10.1007/s00109-014-1198-2,+Misconduct by Author +Misconduct - Official Investigation and/or Finding +Investigation by Company/Institution +Falsification/Fabrication of Image +Falsification/Fabrication of Data +Duplication of/in Image,"Authorship, Images",,,Uses_Results,"The citing paper explicitly discusses the role of FoxM1 in AML and states that curcumin inhibits FoxM1 expression, which contributes to its anti-leukemic effects. It builds upon the results of the retracted paper by referencing FoxM1's involvement in cell proliferation, angiogenesis, and invasion, and how its downregulation affects these processes. The citing paper treats FoxM1's role as an established fact, directly linking its inhibition to therapeutic benefits, similar to the original findings.","Citing Paper: ""Aberrant expression of FoxM1 induces AML cell survival and chemoresistance.""  
Cited Paper: ""FoxM1 signaling is involved in cell proliferation and apoptosis, which affects the development and function of many organs (2â€“4). FoxM1 (previously known as HFH-11, MPP2, Win, and Trident) is a member of the Fox transcription factor family (2â€“6). It has been reported that FoxM1 is a key cell cycle regulator of both the transition from G1 to S phase and the progression to mitosis (2, 3, 7â€“10).""

Citing Paper: ""FoxM1 inactivation contributes to curcumin-induced inhibitory effects in human AML cells.""  
Cited Paper: ""We found that down-regulation of FoxM1 inhibited cell growth, decreased cell migration, and decreased invasion of pancreatic cancer cells.""",Parsing Failed,"Answer 1: Uses_Methods
Answer 2: The citing paper explicitly states that it used siRNA to downregulate FoxM1, a method detailed and utilized in the retracted paper. The citing paper directly references the retracted paper when describing this methodology. This indicates a direct adoption and replication of the experimental approach.
Answer 3:
[Evidence from Citing Paper: ""FoxM1 siRNA or the scrambled control siRNA was transfected using Lipofectamine 2000 [5].""]
[Evidence from Cited Paper: ""FoxM1 siRNA and siRNA control were obtained from Santa Cruz Biotechnology. The FoxM1 cDNA plasmid was purchased from OriGene Technologies Inc. Human PC cells were transfected with FoxM1 siRNA and cDNA, respectively, using Lipofectamine 2000 as described earlier (16).""]",,FALSE
16621886,23221619,Inhibition of class I histone deacetylases in non-small cell lung cancer by honokiol leads to suppression of cancer cell growth and induction of cell death in vitro and in vivo,Yes,No,"Cells were treated with honokiol (0, 20, 40 and 60 Î¼M) for 72 h. The cells were then harvested and processed for routine analysis of cell cycle progression, as detailed previously.44* The analysis of cell cycle phase distribution was determined using a FACSCalibur instrument (BD Biosciences) equipped with CellQuest 3.3 software.",Method,Dependent,Yes,1,Epigenetics,2013,12/11/2012,10.4161/epi.23078,+Original Data and/or Images not Provided and/or not Available +Manipulation of Images +Investigation by Company/Institution +Duplication of/in Image,Images,,,Uses_Results,"The citing paper explicitly discusses the effects of berberine on cell viability, apoptosis, and molecular pathways, which are detailed in the retracted paper. The quotes indicate that the citing paper treats the findings of the retracted paper as established results to support its own conclusions. This demonstrates reliance on the specific results of the retracted study rather than methods or general background.","Citing Paper: ""Our in vivo study provides further evidence that administration of honokiol by gavage inhibits the growth of both A549 and H1299 tumor xenografts in athymic nude mice, which was associated with the induction of apoptotic cell death and marked inhibition of class I HDACs proteins and HDAC activity in the tumor xenograft tissues."" 
Cited Paper: ""Berberine inhibits growth, induces G1 arrest and apoptosis in human epidermoid carcinoma A431 cells by regulating Cdkiâ€“Cdk-cyclin cascade, disruption of mitochondrial membrane potential and cleavage of caspase 3 and PARP.""",Uses_Methods,"The citing paper explicitly references the methodology used in the retracted paper for cell cycle analysis. It directly states that the cell cycle analysis was performed ""as detailed previously"" in the retracted paper, indicating a direct adoption of the described protocol. This aligns with the definition of `Uses_Methods` as it credits the retracted paper for the methodology.","Evidence from Citing Paper: ""Cells were treated with honokiol (0, 20, 40 and 60 Î¼M) for 72 h. The cells were then harvested and processed for routine analysis of cell cycle progression, as detailed previously.44 The analysis of cell cycle phase distribution was determined using a FACSCalibur instrument (BD Biosciences) equipped with CellQuest 3.3 software.""
Evidence from Cited Paper: ""Sub-conï¬‚uent A431 cells (50â€“60%) were treated with varying concentrations of berberine in complete medium for 48 h. The cells were then harvested, washed with cold phosphate-buffered saline (PBS), and processed for cell cycle analysis. Brieï¬‚y, the cells (1 Â· 105) were resuspended in 50 ml cold PBS to which 450 ml cold methanol was added and the cells were then incubated for 1 h at 4 C. The cells were centrifuged at 1100 r.p.m. for 5 min, the pellet was washed with cold PBS, re-suspended in 500 ml PBS, and incubated with 5 ml RNase (20 mg/ml ï¬�nal concentration) for 30 min. The cells were incubated with propidium iodide (50 mg/ml) on ice for 1 h in the dark. The cell cycle distribution of the cells was then determined using FACSCalibur instrument (BD Biosciences, San Jose, CA) equipped with CellQuest 3.3 software in the Fluorescence-activated Cell Sorting (FACS) Core Facility of the Comprehensive Cancer Center of the University of Alabama at Birmingham.""",FALSE
17079479,23180942,Insights into erlotinib action in pancreatic cancer cells using a combined experimental and mathematical approach,No,No,"In this study, a combined experimental and mathematical approach was chosen to gain deeper insights into the mechanisms of EGFR signaling and erlotinib action in PC cells. In agreement with previous studies, we observed a high biological erlotinib sensitivity of BxPC-3 cells and a lesser sensitivity for Capan-1 cells[28-31].",Discussion,Dependent,No,1,World J Gastroenterol,2012,11/28/2012,10.3748/wjg.v18.i43.6226,+Misconduct by Author +Misconduct - Official Investigation and/or Finding +Investigation by Company/Institution +Falsification/Fabrication of Image,"Authorship, Images",,,Other,"The citing paper mentions the retracted article as part of its references but does not explicitly use its data, results, or methods nor claim its findings are consistent. Instead, it discusses the general topic of erlotinib's effects in pancreatic cancer and cites the retracted paper as part of background or prior research. The absence of specific data, results, or methodological reliance from the retracted article indicates an ""Other"" category classification.","Citing Paper: ""El-Rayes BF, Ali S, Ali IF, Philip PA, Abbruzzese J, Sarkar FH. Potentiation of the effect of erlotinib by genistein in pancreatic cancer: the role of Akt and nuclear factor-kappaB. Cancer Res. 2006;66:10553-10559.""  
Cited Paper: ""Genistein potentiates the growth inhibition and apoptosis induced by erlotinib and gemcitabine in certain pancreatic cancer cells. Akt and NF-KB inhibition represents one of the mechanisms for the potentiation of erlotinib- and gemcitabine-induced cell death by genistein.""",Uses_Results,"The citing paper directly references the findings of the retracted paper regarding the potentiation of erlotinib's effects by genistein in pancreatic cancer cells. It specifically mentions the role of Akt and NF-kappaB, which were key components investigated in the retracted study. This indicates a direct reliance on the retracted paper's conclusions to support its own discussion.","[Evidence from Citing Paper: ""El-Rayes BF, Ali S, Ali IF, Philip PA, Abbruzzese J, Sarkar FH. Potentiation of the effect of erlotinib by genistein in pancreatic cancer: the role of Akt and nuclear factor-kappaB. Cancer Res. 2006;66:10553-10559.""] 
 [Evidence from Cited Paper: ""Genistein significantly increased (P < 0.05) erlotinib-induced growth inhibition and apoptosis in BxPC-3, CAPAN-2, and AsPC-1 cells. In the BxPC-3 cell line, significant down-regulation of EGFR, phosphorylated Akt, NF-KB activation, and survivin was observed in the cells treated with the combination compared with the erlotinib-treated cells.""]",FALSE
17804744,21941415,"Integrin-linked kinase in gastric cancer cell attachment, invasion and tumor growth",No,No," Equal amounts of protein were loaded and analyzed by immunoblotting. Enhanced chemiluminescence detection was performed in accordance with the manufacturerâ€™s instructions[16,17]*. The ILK signal was quantified using BandScan software version 5.1 (Glyko, Novato, Calif., United States) and normalized to that of Î²-actin.",M&M,Dependent,No,1,World J Gastroenterol,2011,9/24/2011,10.3748/wjg.v17.i30.3487,+Misconduct by Author +Misconduct - Official Investigation and/or Finding +Investigation by Company/Institution +Falsification/Fabrication of Image +Falsification/Fabrication of Data +Duplication of/in Image,"Authorship, Images",,,Other,"The citing paper mentions the retracted article as part of its references and citation metrics but does not explicitly state that it uses or builds upon the data, results, or methods from the retracted paper. It does not directly analyze or incorporate the specific findings or methodologies from the retracted study. Instead, it appears to cite the retracted article as part of background or citation count, without relying on its core components.","Citing Paper: ""Wang Z, Zhang Y, Li Y, Banerjee S, Liao J, Sarkar FH. Down-regulation of Forkhead Box M1 transcription factor leads to the inhibition of invasion and angiogenesis of pancreatic cancer cells. Cancer Res. 2007;67:8293-8300.""  
Cited Paper: ""The results showed that FoxM1 was frequently but differentially expressed in different human PC cell lines (Fig. 1A). We also examined the relative mRNA levels of FoxM1 in three PC cell lines such as BxPC-3, HPAC, and PANC-1 by real-time reverse transcription-PCR (RT-PCR).""",Uses_Methods,The citing paper explicitly states that it used the same methodology as the retracted paper for the VEGF assay. This indicates a direct adoption and replication of the method described in the retracted work. The citing paper's description of the VEGF assay aligns with the techniques detailed in the retracted paper.,"Evidence from Citing Paper: ""The levels of vascular endothelial growth factor (VEGF) were measured in culture medium samples with a VEGF ELISA kit according to the manufacturerâ€™s instructions. Experiments were performed in triplicate and repeated three times.""
Evidence from Cited Paper: ""VEGF assay. The FoxM1 siRNA- or cDNA-transfected cells were seeded in six-well plates (1.0 Ã— 105 cells per well) and incubated at 37jC. After 24 h, the cell culture supernatant was harvested, and cell count was done after trypsinization. After collection, the medium was spun at 800 Ã—g for 3 min at 4jC to remove cell debris. The supernatant was either frozen at âˆ’20jC for later VEGF assay or assayed immediately using commercially available ELISA kits (R&D Systems).""",FALSE
24705809,25623117,Interplay of miR-21 and FoxO1 modulates growth of pancreatic ductal adenocarcinoma,No,No,"1: The location of FoxO1 is critical for its function, in which nuclear FoxO1 binds to DNA to control cell proliferation. Therefore, we isolated nuclear vs cytoplasmic proteins from miR-21-modified PANC-1 cells and performed Western blot with extracted proteins. Lamin B1 and Î±-tubulin were used to assure the purity of the fractions as has been applied before [8â€“11]*. We found that overexpression of miR-21 significantly decreased the ratio of nuclear vs cytoplasmic FoxO1, while inhibition of miR- 21 significantly increased this ratio by quantification (Fig. 3a) and by representative Western blot images (Fig. 3b). 2:To determine whether inhibition of FoxO1 nuclear retention mediated by miR-21 is the direct cause for the increases in cell growth of PDAC, we further transduced the miR-21-overexpressing PANC-1 cells (PD-miR-21) with a sustained nuclear FoxO1 expressing plasmid, as has been previously described [9â€“11]*. The transduced cells were termed as PD-miR-21-nFoxO1 cells, which expressed high levels of nuclear FoxO1, which cannot be phosphorylated due to a defect on phosphorylation site (Fig. 3a, b). ",Result,Dependent,No,>1,Tumour Biol,2015,1/28/2015,10.1007/s13277-015-3123-x,+Investigation by Journal/Publisher +Fake Peer Review,Peer_Review_and_Publishing_Process,,,Uses_Results,"The citing paper explicitly discusses the role of FoxO1 in cell growth regulation and links its activity to miR-21, which was studied in the retracted paper. It states that miR-21 inhibits nuclear retention of FoxO1, thereby promoting tumor growth, directly building upon the findings of the retracted article about FoxO1's role in cancer cell proliferation. This indicates reliance on the specific results regarding FoxO1's localization and function from the retracted study.","Citing Paper: ""Moreover, miR-21 was found to inhibit nuclear retention of FoxO1 to augment the growth of PDAC cells.""  
Cited Paper: ""FoxO1 proteins also bind to co-activator or co-repressor complexes to be acetylated or deacetylated. FoxO1 proteins also bind and activate cell-cycle inhibitors, e.g., p27, to inhibit cell growth.""",Uses_Methods,"The citing paper utilizes the methodology described in the retracted paper for creating a cell line with constitutively nuclear FoxO1. This specific experimental technique, involving transfection with a plasmid expressing a constitutively nuclear form of FoxO1, is directly adopted and referenced. The citing paper explicitly states it used the method ""as has been previously described"" in the retracted work.","Evidence from Citing Paper: ""PDAC cells were transfected with a miR-21 construct, or an antisense of miR-21, or empty plasmid, and selected for transduced cells based on EGFP to generate PD-miR-21, or PD-ctl, or PD-as-miR-21 cells, respectively. PD-miR-21 cells were further transduced with a constitutively nuclear FoxO1-expressing plasmid, as has been previously described [7]."" 
 Evidence from Cited Paper: ""A549 cells were transfected with a constitutively nuclear FoxO1-expressing plasmid, as has been previously described [18]. The transfected cells were purified by flow cytometry, based on a GFP co-reporter in the plasmid construct, and termed as A549-nFoxO1.""",FALSE
25008564,25623117,Interplay of miR-21 and FoxO1 modulates growth of pancreatic ductal adenocarcinoma,No,No,"Therefore, we isolated nuclear vs cytoplasmic proteins from miR-21-modified PANC-1 cells and performed Western blot with extracted proteins. Lamin B1 and Î±-tubulin were used to assure the purity of the fractions as has been applied before [8â€“11]*. We found that overexpression of miR-21 significantly decreased the ratio of nuclear vs cytoplasmic FoxO1, while inhibition of miR-21 significantly increased this ratio by quantification (Fig. 3a) and by representative Western blot images (Fig. 3b).",Result,Dependent,No,1,Tumour Biol,2015,1/28/2015,10.1007/s13277-015-3123-x,+Investigation by Journal/Publisher +Fake Peer Review,Peer_Review_and_Publishing_Process,,,Uses_Results,"The citing paper explicitly discusses the role of FoxO1 in cell growth regulation and references the findings of the retracted paper regarding FoxO1's nuclear exclusion and its impact on tumor cell proliferation. It builds upon the results that FoxO1 nuclear retention inhibits growth, directly referencing the prior findings about FoxO1's localization and function. This indicates reliance on the specific results of the retracted study to support its own conclusions about the miR-21/FoxO1 axis.","Citing Paper: ""We further demonstrate that miR-21 inhibits nuclear retention of FoxO1 to promote the growth of PDAC cells.""  
Cited Paper: ""Expression of a constitutive nuclear form of FoxO1 significantly inhibited MMP7 activation induced by EGF.""",Uses_Methods,"The citing paper utilizes the methodology described in the retracted paper for creating a cell line with constitutively nuclear FoxO1. This specific technique, involving a plasmid with a mutation on a phosphorylation site to ensure nuclear localization, is directly adopted and referenced. The citing paper explicitly states it used the method ""as has been previously described"" in the cited work.","[Evidence from Citing Paper: ""PANC-1 cells were transfected with a miR-21 construct, or an antisense of miR-21, or empty plasmid, and selected for transduced cells based on EGFP to generate PD-miR-21, or PD-ctl, or PD-as-miR-21 cells, respectively. PD-miR-21 cells were further transduced with a constitutively nuclear FoxO1-expressing plasmid, as has been previously described [7].""] 
 [Evidence from Cited Paper: ""Hep-2 cells were transfected with a constitutively nuclear FoxO1-expressing plasmid, as has been previously described [16]. The transfected cells were purified by flow cytometry, based on a green fluorescent protein (GFP) co-reporter in the plasmid construct, and termed as Hep2-nFoxO1. Hep2-nFoxO1 expressed high levels of nuclear FoxO1, which cannot be phosphorylated due to a defect on the phosphorylation site.""]",FALSE
24771221,25623117,Interplay of miR-21 and FoxO1 modulates growth of pancreatic ductal adenocarcinoma,No,No,"To determine whether inhibition of FoxO1 nuclear retention mediated by miR-21 is the direct cause for the increases in cell growth of PDAC, we further transduced the miR-21-overexpressing PANC-1 cells (PD-miR-21) with a sustained nuclear FoxO1 expressing plasmid, as has been previously described [9â€“11]. The transduced cells were termed as PD-miR-21-nFoxO1 cells, which expressed high levels of nuclear FoxO1, which cannot be phosphorylated due to a defect on phosphorylation site (Fig. 3a, b).",Result,Dependent,No,1,Tumour Biol,2015,1/28/2015,10.1007/s13277-015-3123-x,+Investigation by Journal/Publisher +Fake Peer Review,Peer_Review_and_Publishing_Process,,,Uses_Results,"The citing paper explicitly discusses the role of FoxO1 in cell growth regulation and links it to miR-21, which was a key finding in the retracted paper. It references the mechanism by which miR-21 affects FoxO1 nuclear retention and how this influences tumor growth, directly building upon the results of the retracted study. The focus on FoxO1's localization and its impact on cell proliferation indicates reliance on the specific results reported in the retracted article.","Citing Paper: ""We further demonstrate that miR-21 inhibits nuclear retention of FoxO1 to promote the growth of PDAC cells.""  
Cited Paper: ""Moreover, FoxO1 proteins also bind to co-activator or co-repressor complexes to be acetylated or deacetylated. FoxO1 proteins are also monoubiquitinated under conditions of oxidative stress which increases its transcriptional activity. FoxO1 proteins can also be polyubiquitinated for degradation. An established role of FoxO1 is that it could bind and activate cell-cycle inhibitors, e.g., p27, to inhibit cell growth.""",Uses_Methods,"The citing paper utilizes the methodology described in the retracted paper for creating a cell line with constitutively nuclear FoxO1. This specific technique, involving transfection with a plasmid encoding a modified FoxO1 that prevents phosphorylation and thus nuclear exclusion, is explicitly referenced. The citing paper states it used this method ""as has been previously described [7]"", where [7] refers to the retracted paper.","Evidence from Citing Paper: ""PANC-1 cells were transfected with a miR-21 construct, or an antisense of miR-21, or empty plasmid, and selected for transduced cells based on EGFP to generate PD-miR-21, or PD-ctl, or PD-as-miR-21 cells, respectively. PD-miR-21 cells were further transduced with a constitutively nuclear FoxO1-expressing plasmid, as has been previously described [7]. PD-miR-21-nFoxO1 expressed high nuclear FoxO1, which cannot be phosphorylated due to a defect on phosphorylation site."" 
 Evidence from Cited Paper: ""A-172 cells were transfected with a constitutively nuclear FoxO1-expressing plasmid, as has been previously described [21]. The transfected cells were purified by flow cytometry, based on a green fluorescent protein (GFP) co-reporter in the plasmid construct, and termed as A-172-nFoxO1. A-172-nFoxO1 expressed high nuclear FoxO1, which cannot be phosphorylated due to a defect on a phosphorylation site.""",FALSE
24971902,27812189,Mesenchymal Stem/Stromal Cells under Stress Increase Osteosarcoma Migration and Apoptosis Resistance via Extracellular Vesicle Mediated Communication,No,No,"Consistent with these results, Cai et al. have previously reported hsa-miR-195 levels in sera from osteosarcoma patients were significantly lower than those in healthy controls [38], and hsa-miR-124 overexpression has been shown to inhibit migration in MG-63 and U2OS cells [39]*. Additionally, the increased expression of hsa-miR-148a is significantly associated with tumor size and distant metastases [29]. ",Discussion,Dependent,No,1,PLoS One,2016,11/5/2016,10.1371/journal.pone.0166027,+Unreliable Data +Original Data and/or Images not Provided and/or not Available +Duplication of/in Image,Data,,,Uses_Results,"The citing paper discusses the microRNA content of extracellular vesicles from MSCs and how they influence osteosarcoma gene expression and behavior, building upon the results of the retracted paper that identified miR-124 as a tumor suppressor. It references specific microRNAs and gene targets, such as PTK2 and FAK, which were also studied in the retracted paper, indicating reliance on the original findings about miRNA regulation of metastasis-related genes. The focus on microRNA transfer and gene expression changes suggests it explicitly uses the results from the retracted study to support its conclusions.","Citing Paper: ""RT-PCR assays of OS cells incubated with extracellular vesicles (EVs) from SD-MSCs revealed microRNAs that could potentially target metabolism and metastasis associated genes as predicted by in silico algorithms, including monocarboxylate transporters, bone morphogenic receptor type 2, fibroblast growth factor 7, matrix metalloproteinase-1, and focal adhesion kinase-1.""  
Cited Paper: ""We identified and confirmed Rac1 as a novel, direct target of miR-124 using prediction algorithms and luciferase reporter gene assays.""",Uses_Results,"The citing paper references the retracted paper to support its findings regarding miR-124's role in osteosarcoma. Specifically, it mentions that miR-124 overexpression inhibits migration in MG-63 and U2OS cells, which is a direct result reported in the retracted paper. This indicates the citing paper is building upon the conclusions of the retracted study.","Evidence from Citing Paper: ""Consistent with these results, Cai et al. have previously reported hsa-miR-195 levels in sera from osteosarcoma patients were significantly lower than those in healthy controls [38], and hsa-miR-124 overexpression has been shown to inhibit migration in MG-63 and U2OS cells [39]."" 
 Evidence from Cited Paper: ""Overexpression of miR-124 suppressed Rac1 protein expression and attenuated cell proliferation, migration, and invasion and induced apoptosis in MG-63 and U2OS in vitro.""",TRUE
